respondent_id,survey_year,country,age,gender,education_level,years_of_experience,role,employment_status,company_size,work_mode,coding_hours_per_week,annual_salary_usd,job_satisfaction,career_satisfaction,primary_os,languages_used,frameworks_used,databases_used,cloud_platforms_used,ide_editor,ai_tools_used,ai_usage_frequency,ai_productivity_boost_pct,ai_sentiment,ai_job_threat_perception,primary_learning_source,open_source_contributor,looking_for_job,remote_work_preference_1to5,burnout_frequency,want_to_learn_next
R00068,2020,Germany,18,Man,High school,0,Data Engineer,Full-time,1001-5000,Hybrid,23,35100,4,3,Windows,Go;TypeScript,Express,MySQL;Microsoft SQL Server;SQLite,AWS,VS Code;Cursor,GitHub Copilot;ChatGPT;Codeium,Weekly,20,Very negative,Minimal threat,Blogs,0,Not looking,3,Sometimes,Swift;TypeScript;Kubernetes
R00069,2023,Canada,39,Man,Master's degree,16,Front-End Developer,Full-time,51-200,Hybrid,30,137800,4,2,Windows,JavaScript;HTML/CSS;Go;TypeScript;Python;SQL,FastAPI;NestJS;React;Bootstrap;Next.js,MongoDB;PostgreSQL;Microsoft SQL Server;Oracle,Azure;Hetzner,VS Code;Xcode;Vim/Neovim,GitHub Copilot;ChatGPT;Tabnine;Perplexity,Weekly,21,Very negative,Minimal threat,Stack Overflow,1,Open to offers,4,Sometimes,TypeScript;HTMX
R00070,2026,Colombia,18,Man,Bachelor's degree,0,Back-End Developer,Full-time,1-10,Remote,36,9300,4,4,Linux,SQL;Swift;TypeScript;Python;Bash/Shell;HTML/CSS,Next.js;Tailwind CSS;Express;Flutter,PostgreSQL;Firebase Realtime DB;DynamoDB,Google Cloud;AWS;Azure,PyCharm;Xcode;Vim/Neovim,ChatGPT;Claude;Cursor AI,Daily,22,Somewhat positive,Minimal threat,Official docs,0,Actively looking,5,Often,Elixir;TypeScript;Zig
R00071,2026,Brazil,36,Man,Bachelor's degree,11,Back-End Developer,Student,1001-5000,In-Office,31,4580,5,3,Windows,Dart,Next.js;Express;Spring Boot;.NET,MongoDB;SQLite;PostgreSQL,Azure,WebStorm;VS Code;Xcode,,Daily,18,Very positive,Significant threat,Blogs,0,Open to offers,4,Sometimes,Python;Web3
R00072,2026,Japan,45,Man,Master's degree,18,Back-End Developer,Full-time,51-200,Hybrid,33,78900,3,5,Linux,TypeScript;Java;HTML/CSS;C#;Scala;SQL,Bootstrap;React,Microsoft SQL Server;PostgreSQL;Supabase,Azure,VS Code;PyCharm,ChatGPT;Claude Code,Daily,10,Somewhat negative,Significant threat,ChatGPT/AI,1,Open to offers,4,Rarely,AI/ML;Swift;Elixir
R00073,2025,India,21,Woman,Bachelor's degree,1,Front-End Developer,Full-time,5001-10000,Remote,34,9100,4,4,Linux,HTML/CSS;TypeScript;C++;JavaScript,Next.js;Express;Vue.js,ClickHouse;DynamoDB,Railway,IntelliJ IDEA,ChatGPT,Rarely,5,Somewhat positive,Moderate threat,Stack Overflow,1,Actively looking,5,Often,Web3;AI/ML
R00074,2026,Colombia,33,Man,Self-taught / Bootcamp,4,Freelancer / Consultant,Full-time,51-200,Hybrid,44,5800,4,5,Linux,SQL;TypeScript,.NET;Tailwind CSS;Express,ClickHouse;Elasticsearch;MySQL,AWS;Cloudflare,Vim/Neovim;Zed;IntelliJ IDEA,ChatGPT;Cursor AI;Amazon CodeWhisperer;GitHub Copilot,Multiple times daily,6,Somewhat positive,Will replace most devs,Official docs,1,Not looking,2,Never,Swift;Go
R00075,2026,Pakistan,46,Man,Doctorate (PhD),22,Full-Stack Developer,Full-time,51-200,Hybrid,38,26300,4,2,Windows,Go,Angular;FastAPI;React;htmx,MongoDB;DynamoDB;PostgreSQL;Redis,Render;DigitalOcean;AWS,VS Code;IntelliJ IDEA,ChatGPT,Monthly,9,Very positive,Moderate threat,Colleagues,0,Actively looking,5,Often,Elixir
R00076,2025,Pakistan,20,Man,Self-taught / Bootcamp,0,Front-End Developer,Full-time,1-10,Remote,37,3900,4,1,macOS,JavaScript;Elixir;HTML/CSS;C#;PHP;Dart,Node.js;Express;jQuery;FastAPI;Next.js,PostgreSQL,AWS,Zed;IntelliJ IDEA,v0;Gemini;ChatGPT;Cursor AI,Multiple times daily,36,Very positive,No threat,Colleagues,1,Open to offers,2,Never,Elixir;Python;Kubernetes
R00077,2020,Turkey,25,Man,Bachelor's degree,0,Freelancer / Consultant,Freelance,10000+,Hybrid,34,11200,5,4,Windows,HTML/CSS;SQL;C++;C;Java,React;Nuxt.js;.NET;React Native,SQLite;Supabase;Redis,AWS,VS Code,GitHub Copilot;Claude;Gemini,Never,0,Very negative,Moderate threat,ChatGPT/AI,0,Actively looking,4,Always,Web3
R00078,2025,Brazil,38,Man,Bachelor's degree,19,Engineering Manager,Part-time,11-50,Remote,12,32500,3,5,Linux,SQL,Node.js;Bootstrap;TensorFlow;FastAPI;PyTorch,Elasticsearch,Netlify;Vercel;Azure,Vim/Neovim;Cursor,GitHub Copilot;Claude;Gemini;Amazon CodeWhisperer,Multiple times daily,34,Somewhat positive,Moderate threat,ChatGPT/AI,0,Not looking,5,Sometimes,Go;Elixir;Swift
R00079,2021,Netherlands,32,Man,Self-taught / Bootcamp,11,Full-Stack Developer,Full-time,11-50,In-Office,37,77300,4,2,macOS,Java;SQL,Node.js;Laravel;Express;Spring Boot,Microsoft SQL Server;MongoDB;PostgreSQL;MySQL,Azure,VS Code;Visual Studio;IntelliJ IDEA,,Daily,43,Very positive,Will replace most devs,Official docs,0,Not looking,4,Sometimes,Web3;Kubernetes;Swift
R00080,2023,China,32,Man,Master's degree,7,Back-End Developer,Full-time,51-200,Hybrid,32,53200,3,4,Windows,Kotlin;Python;HTML/CSS,Nuxt.js;jQuery;Django,Redis;MySQL;Elasticsearch,Azure;Netlify,VS Code,GitHub Copilot;Cursor AI;Gemini;ChatGPT,Weekly,25,Very positive,Moderate threat,ChatGPT/AI,0,Not looking,5,Always,Swift;Web3
R00081,2022,United States,31,Man,Associate degree,5,DevOps / SRE,Full-time,51-200,Hybrid,34,127700,3,4,macOS,JavaScript;TypeScript;Kotlin;C#;SQL,NestJS;Next.js;Django;Bootstrap;Angular,SQLite;PostgreSQL;Oracle,Vercel;Netlify,Cursor;VS Code;Sublime Text,Cursor AI;Gemini,Weekly,8,Neutral,Moderate threat,Colleagues,0,Open to offers,5,Rarely,Swift;TypeScript;AI/ML
R00082,2026,United States,34,Man,Associate degree,11,Full-Stack Developer,Full-time,201-1000,Remote,27,136400,3,5,Windows,Dart;SQL,.NET;Laravel,MySQL,DigitalOcean,VS Code;Cursor,,Daily,33,Somewhat positive,Moderate threat,Stack Overflow,0,Not looking,3,Sometimes,Zig
R00083,2024,India,32,Man,Bachelor's degree,10,Full-Stack Developer,Full-time,1001-5000,Hybrid,49,21100,4,4,macOS,Rust;C;Python;Java;JavaScript,Tailwind CSS;Ruby on Rails;Node.js;jQuery;.NET,CockroachDB;PostgreSQL;Firebase Realtime DB,AWS;Vercel;Netlify,Xcode;Android Studio,ChatGPT;Cursor AI;Gemini,Daily,17,Somewhat positive,Moderate threat,Books,1,Open to offers,5,Often,Zig;HTMX
R00084,2024,Brazil,28,Man,Bachelor's degree,10,Back-End Developer,Full-time,201-1000,Remote,43,31900,3,3,Windows,SQL,Node.js;Next.js,MySQL,DigitalOcean;Google Cloud,VS Code;Vim/Neovim,Codeium,Weekly,13,Somewhat positive,No threat,Online courses,0,Open to offers,4,Sometimes,Web3;Kotlin
R00085,2023,India,23,Woman,Bachelor's degree,0,Full-Stack Developer,Full-time,1001-5000,Remote,52,6800,5,5,macOS,Java;C#;JavaScript;PHP;Bash/Shell,htmx,DynamoDB;SQLite;Firebase Realtime DB,Railway,VS Code;Sublime Text;PyCharm,ChatGPT,Rarely,5,Somewhat positive,Will replace most devs,Online courses,0,Open to offers,1,Rarely,HTMX
R00086,2025,Australia,34,Man,Self-taught / Bootcamp,13,Full-Stack Developer,Full-time,10000+,In-Office,34,136600,3,4,macOS,Bash/Shell;Java,Node.js;Bootstrap;Svelte;React;Tailwind CSS,PostgreSQL;Microsoft SQL Server;MySQL,Hetzner,Cursor;Visual Studio,ChatGPT;GitHub Copilot;Perplexity;Gemini,Multiple times daily,39,Neutral,Minimal threat,Stack Overflow,0,Open to offers,5,Rarely,Kubernetes
R00087,2023,Brazil,25,Man,Master's degree,0,Back-End Developer,Full-time,1-10,Hybrid,35,19300,3,4,macOS,HTML/CSS;Kotlin;SQL;JavaScript;Rust;Java,Node.js;Flutter;FastAPI;Laravel,Redis;Elasticsearch;Microsoft SQL Server,AWS;Vercel;Google Cloud,VS Code;IntelliJ IDEA;Visual Studio,Claude Code;Gemini,Monthly,16,Somewhat negative,Minimal threat,Blogs,1,Open to offers,3,Sometimes,Web3;TypeScript;Elixir
R00088,2025,Germany,21,Man,Bachelor's degree,2,Student / Intern,Full-time,201-1000,In-Office,14,26400,4,4,Linux,Python;Java;C,Spring Boot;Django;htmx;jQuery;Next.js,Oracle,Heroku,Visual Studio;VS Code;IntelliJ IDEA,Amazon CodeWhisperer,Daily,31,Very negative,Minimal threat,YouTube,0,Not looking,5,Rarely,Swift;Zig
R00089,2021,United States,27,Man,Master's degree,6,Embedded Developer,Full-time,51-200,In-Office,32,117900,4,2,macOS,TypeScript,Node.js;Express;Tailwind CSS;React Native,Microsoft SQL Server;MySQL;PostgreSQL,Fly.io;AWS,VS Code,Perplexity,Never,7,Very positive,Significant threat,Books,0,Not looking,4,Sometimes,Kubernetes;Zig;Elixir
R00090,2020,New Zealand,51,Man,Master's degree,25,Full-Stack Developer,Part-time,11-50,Hybrid,32,70700,5,3,Windows,Bash/Shell;Rust;C++,React,PostgreSQL;MySQL,Hetzner;AWS,VS Code;Sublime Text;Visual Studio,,Never,5,Somewhat positive,Moderate threat,YouTube,0,Actively looking,3,Sometimes,Rust;Zig
R00091,2021,Vietnam,25,Man,Master's degree,2,Full-Stack Developer,Full-time,51-200,Remote,56,5100,4,4,Windows,JavaScript;Python;Java,Flask;FastAPI;React;NestJS,PostgreSQL;Microsoft SQL Server,DigitalOcean;Azure;AWS,Sublime Text;VS Code;PyCharm,,Daily,56,Very positive,Moderate threat,Colleagues,0,Not looking,3,Rarely,HTMX
R00092,2026,Canada,27,Man,Self-taught / Bootcamp,1,Back-End Developer,Full-time,1001-5000,Remote,20,57200,4,5,Windows,Swift;TypeScript;C;JavaScript;Python;Java,Tailwind CSS;Bootstrap;Angular;Flutter,Elasticsearch;MySQL,Cloudflare,IntelliJ IDEA,ChatGPT;GitHub Copilot,Rarely,8,Somewhat positive,Significant threat,ChatGPT/AI,0,Not looking,4,Often,HTMX;Kubernetes
R00093,2025,Romania,35,Woman,Bachelor's degree,8,Machine Learning Engineer,Full-time,1001-5000,Remote,20,34400,3,4,Linux,Python;Bash/Shell;PHP;Java;HTML/CSS;SQL,PyTorch;Laravel;Django;.NET;React,MongoDB,Azure,PyCharm;Vim/Neovim;WebStorm,ChatGPT;Cursor AI,Rarely,0,Very positive,Moderate threat,Colleagues,1,Not looking,5,Sometimes,Swift
R00094,2024,Spain,31,Man,Master's degree,6,Machine Learning Engineer,Full-time,10000+,Remote,42,54300,4,4,macOS,TypeScript,Flask;Flutter;Angular;Vue.js;Next.js,PostgreSQL;MySQL;Redis,Render;Azure;Netlify,Visual Studio;Vim/Neovim,Tabnine;ChatGPT;GitHub Copilot;Amazon CodeWhisperer,Weekly,38,Somewhat positive,Significant threat,YouTube,1,Actively looking,3,Often,Swift;Rust
R00095,2021,Italy,46,Man,Self-taught / Bootcamp,23,Game Developer,Full-time,11-50,Hybrid,30,55400,4,5,Linux,JavaScript;C++;HTML/CSS,Ruby on Rails,Redis;SQLite,Azure;Google Cloud,Visual Studio,Tabnine;GitHub Copilot;Gemini;ChatGPT,Multiple times daily,50,Very negative,Moderate threat,YouTube,0,Actively looking,4,Rarely,HTMX;Kotlin;TypeScript
R00096,2020,Brazil,28,Man,Bachelor's degree,7,Data Scientist,Freelance,1-10,Remote,35,13800,5,2,macOS,HTML/CSS;Go;SQL;C++;C;JavaScript,React;Tailwind CSS,Microsoft SQL Server;MongoDB;PostgreSQL;MySQL,Vercel;Azure;AWS,VS Code,Windsurf;GitHub Copilot;Tabnine,Multiple times daily,56,Somewhat positive,Moderate threat,Official docs,1,Not looking,4,Sometimes,Python;Rust;Zig
R00097,2023,United States,50,Man,Bachelor's degree,30,Front-End Developer,Full-time,201-1000,In-Office,40,138600,5,1,Linux,Kotlin;C++;JavaScript,jQuery,MongoDB;Microsoft SQL Server,Hetzner;Azure,Android Studio,Claude;Tabnine;Gemini;ChatGPT,Weekly,26,Very negative,No threat,YouTube,0,Not looking,5,Always,TypeScript;Rust
R00098,2024,India,52,Man,Self-taught / Bootcamp,28,Back-End Developer,Full-time,5001-10000,Hybrid,31,49700,4,2,macOS,SQL;Bash/Shell;Rust;C++;Go,Flask,Redis;PostgreSQL;Elasticsearch;MariaDB,Google Cloud,IntelliJ IDEA,Amazon CodeWhisperer,Multiple times daily,27,Very positive,Minimal threat,Books,0,Not looking,4,Rarely,Python;Swift;Rust
R00099,2025,Canada,34,Man,Bachelor's degree,14,Back-End Developer,Full-time,1001-5000,Hybrid,38,96500,4,3,Linux,JavaScript;Java,React Native;React;TensorFlow,SQLite;Redis,Cloudflare;Google Cloud,VS Code,ChatGPT;v0;Amazon CodeWhisperer;Claude Code,Rarely,4,Very negative,No threat,ChatGPT/AI,0,Open to offers,5,Sometimes,Zig
R00100,2020,Japan,30,Man,Bachelor's degree,14,Full-Stack Developer,Freelance,1-10,Hybrid,29,63600,5,5,macOS,C#,Angular,MariaDB,Netlify,Vim/Neovim;PyCharm;Visual Studio,ChatGPT,Weekly,13,Somewhat positive,Minimal threat,Colleagues,1,Open to offers,4,Sometimes,Go
R00101,2021,Portugal,26,Man,Self-taught / Bootcamp,0,Back-End Developer,Full-time,51-200,Hybrid,26,24300,2,3,macOS,Ruby;Swift;C#;Dart;Rust,Node.js,Microsoft SQL Server;Firebase Realtime DB,Vercel,VS Code;Visual Studio,Claude;Gemini;ChatGPT,Rarely,14,Somewhat positive,Moderate threat,Colleagues,0,Open to offers,5,Rarely,Go;Web3;Zig
R00102,2023,Italy,24,Man,Bachelor's degree,0,Full-Stack Developer,Full-time,51-200,Hybrid,36,28700,4,4,macOS,Python;Ruby;Java;C#;JavaScript;SQL,TensorFlow;Node.js;Angular,SQLite;PostgreSQL;Redis,DigitalOcean;Vercel,Vim/Neovim,,Never,9,Neutral,Significant threat,ChatGPT/AI,0,Open to offers,5,Rarely,Go
R00103,2020,Japan,21,Prefer not to say,Bachelor's degree,0,Data Scientist,Full-time,201-1000,Hybrid,36,49800,2,5,macOS,Lua;HTML/CSS;C#;Kotlin;Bash/Shell,Next.js;Bootstrap;Spring Boot,Microsoft SQL Server,Heroku;AWS;Google Cloud,VS Code,Gemini;ChatGPT;Claude Code;GitHub Copilot,Monthly,29,Somewhat positive,Significant threat,Online courses,0,Not looking,4,Sometimes,HTMX;TypeScript;Go
R00104,2025,United States,28,Man,Bachelor's degree,7,Full-Stack Developer,Full-time,1-10,Remote,31,142400,4,4,Windows,C++;SQL,Bootstrap;React;Express;React Native;Next.js,MongoDB;SQLite,Azure;Render,Zed;VS Code,Amazon CodeWhisperer;ChatGPT,Monthly,21,Very negative,Minimal threat,Stack Overflow,1,Open to offers,5,Often,Zig;Rust;Python
R00105,2020,Nigeria,43,Man,Master's degree,27,Security Engineer,Full-time,11-50,Hybrid,28,14500,1,4,Linux,SQL;JavaScript;C#;C++,Vue.js;jQuery,PostgreSQL,Heroku;Google Cloud,Android Studio;Cursor,Windsurf,Multiple times daily,15,Neutral,Minimal threat,Online courses,0,Open to offers,5,Sometimes,TypeScript;Kubernetes;Zig
R00106,2026,Nigeria,18,Man,Self-taught / Bootcamp,0,Full-Stack Developer,Full-time,11-50,Remote,34,8200,3,4,macOS,JavaScript;TypeScript,jQuery;Node.js;Ruby on Rails;Flutter,MySQL,Google Cloud;AWS;Azure,Vim/Neovim;Android Studio;PyCharm,ChatGPT;Perplexity,Weekly,21,Very positive,Minimal threat,YouTube,0,Open to offers,5,Rarely,Rust;AI/ML;Zig
R00107,2024,Brazil,23,Man,Associate degree,1,Back-End Developer,Full-time,11-50,Remote,29,15400,1,3,Linux,PHP;Kotlin,Node.js;Express;Nuxt.js,Elasticsearch,Hetzner,VS Code;IntelliJ IDEA;Android Studio,Claude,Weekly,25,Somewhat positive,Moderate threat,Official docs,0,Not looking,4,Often,Go;HTMX;Web3
R00108,2022,Nigeria,29,Man,Master's degree,5,Back-End Developer,Full-time,10000+,Hybrid,39,13100,4,5,macOS,Go;JavaScript;HTML/CSS,React Native;Tailwind CSS,MongoDB;Redis;DynamoDB;Elasticsearch,Heroku;Google Cloud,Android Studio;Zed;VS Code,GitHub Copilot;Perplexity;Claude;Codeium,Daily,59,Very positive,Significant threat,Online courses,0,Open to offers,5,Never,Kubernetes;Python;Swift
R00109,2024,United States,37,Non-binary,Bachelor's degree,21,Mobile Developer,Part-time,10000+,In-Office,23,221900,3,2,Linux,Bash/Shell;Python;C#;Go;Rust;Kotlin,Ruby on Rails;React,PostgreSQL;SQLite,Fly.io;Azure,VS Code;IntelliJ IDEA;WebStorm,,Daily,28,Very positive,Significant threat,Official docs,0,Actively looking,5,Rarely,TypeScript;Kotlin;Zig
R00110,2025,United States,31,Woman,Master's degree,2,Security Engineer,Unemployed,201-1000,In-Office,17,0,5,3,Windows,Elixir;JavaScript;Python,Vue.js;Spring Boot,PostgreSQL;MongoDB;MariaDB,Google Cloud,Visual Studio,GitHub Copilot,Never,1,Somewhat positive,Moderate threat,Online courses,0,Actively looking,5,Often,Elixir;Kubernetes;HTMX
R00111,2025,Norway,27,Man,Associate degree,4,Full-Stack Developer,Full-time,11-50,In-Office,39,43700,5,5,Linux,HTML/CSS;Go;Java;C;Python,Express;Angular;Tailwind CSS,Firebase Realtime DB;PostgreSQL,Google Cloud;Vercel;Fly.io,Zed;PyCharm;VS Code,,Rarely,8,Somewhat positive,Will replace most devs,YouTube,1,Open to offers,5,Sometimes,Kubernetes;HTMX
R00112,2023,United States,44,Man,Bachelor's degree,11,Back-End Developer,Full-time,10000+,Remote,38,211200,4,4,Windows,TypeScript;C++,Node.js;Bootstrap;htmx;React Native,PostgreSQL;DynamoDB,Netlify;AWS;Azure,IntelliJ IDEA;PyCharm,GitHub Copilot;Cursor AI,Multiple times daily,53,Somewhat positive,Minimal threat,Official docs,0,Not looking,3,Often,HTMX
R00113,2022,Brazil,28,Man,Associate degree,1,Machine Learning Engineer,Full-time,10000+,Hybrid,42,15400,3,4,macOS,SQL;Rust,Tailwind CSS;Django;Bootstrap;Express;Angular,Supabase;Cassandra;Elasticsearch;PostgreSQL,Azure;Cloudflare,Cursor,GitHub Copilot;v0;Cursor AI,Daily,21,Somewhat positive,Minimal threat,Stack Overflow,0,Not looking,1,Sometimes,Rust;Kubernetes
R00114,2023,Germany,29,Man,Associate degree,11,Data Scientist,Full-time,1001-5000,Remote,32,114000,4,4,Linux,HTML/CSS;Go;C++;JavaScript;Ruby,Ruby on Rails,MongoDB;PostgreSQL;Oracle,AWS,Zed;Sublime Text,ChatGPT,Weekly,12,Somewhat negative,Moderate threat,Stack Overflow,1,Actively looking,4,Sometimes,Go
R00115,2021,United States,33,Man,Bachelor's degree,10,Front-End Developer,Unemployed,51-200,Hybrid,26,0,3,4,Linux,PHP;JavaScript;Go,Angular;Nuxt.js;.NET;Express;NestJS,Microsoft SQL Server,AWS;DigitalOcean;Cloudflare,Vim/Neovim,Claude;Perplexity,Multiple times daily,30,Very positive,Minimal threat,Blogs,1,Open to offers,4,Sometimes,AI/ML
R00116,2021,United States,49,Man,Master's degree,24,Front-End Developer,Full-time,1001-5000,In-Office,43,257100,4,4,Windows,Python;C++;SQL,React;.NET,Microsoft SQL Server;PostgreSQL;MySQL,Render;Hetzner,Sublime Text,Codeium,Monthly,13,Neutral,Minimal threat,ChatGPT/AI,0,Actively looking,3,Sometimes,Zig
R00117,2020,Peru,32,Man,Bachelor's degree,8,DevOps / SRE,Full-time,10000+,In-Office,38,22100,4,4,Linux,Python;JavaScript;HTML/CSS;SQL;Java;C#,React;Spring Boot;PyTorch;Nuxt.js;Laravel,MongoDB,AWS,Visual Studio;VS Code;Cursor,ChatGPT;GitHub Copilot;Claude,Rarely,2,Very positive,Minimal threat,Blogs,0,Not looking,3,Often,Rust
R00118,2022,United States,40,Man,Bachelor's degree,22,Machine Learning Engineer,Full-time,51-200,Remote,50,159600,1,4,macOS,Bash/Shell;Python,FastAPI;Django;Node.js;Express;Bootstrap,SQLite;MongoDB,Netlify,Cursor,Gemini,Multiple times daily,54,Somewhat positive,Minimal threat,Stack Overflow,0,Actively looking,5,Rarely,HTMX;TypeScript;Go
R00119,2021,United States,18,Man,Bachelor's degree,0,Full-Stack Developer,Full-time,51-200,Remote,29,86000,5,4,macOS,TypeScript;Dart;SQL;Kotlin,Next.js;FastAPI,Elasticsearch,AWS,VS Code,Claude Code;Tabnine;ChatGPT;Cursor AI,Weekly,24,Neutral,Minimal threat,Stack Overflow,1,Not looking,4,Sometimes,Rust;Kubernetes;Elixir
R00120,2021,Indonesia,37,Man,Master's degree,11,Back-End Developer,Full-time,1001-5000,Remote,45,22000,2,4,Linux,JavaScript,Django;React;Express;jQuery;React Native,Microsoft SQL Server,Azure;Render,VS Code;PyCharm,,Multiple times daily,54,Somewhat negative,Minimal threat,YouTube,0,Not looking,5,Never,AI/ML
R00121,2020,United States,55,Man,Self-taught / Bootcamp,34,Full-Stack Developer,Unemployed,5001-10000,In-Office,37,0,4,5,Windows,C;JavaScript,Nuxt.js;React;Next.js;FastAPI,Microsoft SQL Server;Redis;MySQL;PostgreSQL,Azure;Cloudflare;Netlify,Vim/Neovim;VS Code;WebStorm,,Weekly,26,Somewhat positive,Minimal threat,Official docs,0,Not looking,2,Rarely,AI/ML;Kotlin;Kubernetes
R00122,2023,India,36,Man,Self-taught / Bootcamp,13,Full-Stack Developer,Part-time,201-1000,Remote,24,25700,4,3,Windows,Rust;SQL;JavaScript;PHP,Tailwind CSS;React;Nuxt.js,DynamoDB;PostgreSQL;Neo4j;Oracle,Google Cloud;Azure,Vim/Neovim;IntelliJ IDEA,v0;GitHub Copilot,Daily,28,Neutral,No threat,Stack Overflow,0,Not looking,3,Rarely,Kotlin;Zig
R00123,2022,Canada,37,Man,Self-taught / Bootcamp,17,Cloud Engineer,Student,201-1000,In-Office,16,28300,4,3,Windows,Java,Bootstrap;Next.js;htmx,Elasticsearch;MySQL;SQLite,DigitalOcean,WebStorm;Zed,ChatGPT,Daily,22,Somewhat positive,Significant threat,YouTube,0,Open to offers,4,Often,Swift
R00124,2026,Sweden,32,Man,Bachelor's degree,9,Back-End Developer,Freelance,10000+,Hybrid,33,76600,5,5,Windows,R;TypeScript;Go;Python;HTML/CSS,Node.js;React;Laravel;Angular,Microsoft SQL Server;SQLite;MariaDB,AWS,WebStorm;VS Code,,Rarely,0,Very positive,Minimal threat,ChatGPT/AI,0,Not looking,4,Never,Kubernetes;Rust;Kotlin
R00125,2026,Czech Republic,44,Man,Bachelor's degree,18,Back-End Developer,Full-time,11-50,Hybrid,30,56700,3,1,macOS,Python;TypeScript;JavaScript;C++;HTML/CSS;C,Bootstrap,MySQL;Cassandra;PostgreSQL,Cloudflare;Azure,Xcode;Vim/Neovim;VS Code,GitHub Copilot;v0;ChatGPT;Gemini,Daily,52,Somewhat positive,Will replace most devs,Blogs,0,Actively looking,4,Never,Python;AI/ML;Go
R00126,2023,Argentina,33,Man,Associate degree,14,Embedded Developer,Full-time,51-200,Hybrid,35,13500,3,3,Windows,TypeScript;C;HTML/CSS;Python;JavaScript;Bash/Shell,Express;React,PostgreSQL;Redis;DynamoDB,Cloudflare;Google Cloud;Vercel,IntelliJ IDEA,GitHub Copilot;Cursor AI;ChatGPT;Amazon CodeWhisperer,Weekly,33,Very positive,Moderate threat,ChatGPT/AI,0,Actively looking,5,Often,Kotlin;Kubernetes;Elixir
R00127,2024,India,25,Man,Master's degree,0,Back-End Developer,Full-time,11-50,Hybrid,35,10100,2,3,Windows,Python;C#;Java;Kotlin;C;TypeScript,Tailwind CSS;Angular,Firebase Realtime DB,Vercel;AWS,PyCharm;Visual Studio;VS Code,Perplexity;Codeium,Monthly,20,Neutral,Moderate threat,Official docs,0,Open to offers,4,Sometimes,Elixir;Web3;Zig
R00128,2026,Singapore,37,Man,Associate degree,12,Full-Stack Developer,Full-time,1001-5000,Remote,34,64800,3,3,Linux,R,jQuery;Next.js;Spring Boot,PostgreSQL;Firebase Realtime DB;MongoDB;MariaDB,Heroku,Vim/Neovim,Claude;Cursor AI;Gemini;ChatGPT,Monthly,26,Somewhat positive,Minimal threat,Official docs,1,Not looking,4,Never,Zig;Elixir
R00129,2025,Canada,28,Man,Some college,5,Machine Learning Engineer,Full-time,1001-5000,Remote,30,64500,5,5,macOS,HTML/CSS,Nuxt.js;Ruby on Rails,MariaDB,AWS,IntelliJ IDEA,Amazon CodeWhisperer;GitHub Copilot;Codeium,Multiple times daily,23,Very positive,No threat,Official docs,0,Actively looking,4,Rarely,Go;Elixir;AI/ML
R00130,2020,Pakistan,20,Man,Master's degree,1,Machine Learning Engineer,Full-time,51-200,Remote,36,6200,2,5,Windows,Rust;Java;HTML/CSS;Python;Ruby;JavaScript,Vue.js,Elasticsearch;PostgreSQL;MySQL,Cloudflare;Google Cloud;Heroku,Sublime Text;VS Code;Visual Studio,GitHub Copilot;Tabnine;ChatGPT;Claude,Multiple times daily,48,Somewhat positive,Minimal threat,ChatGPT/AI,0,Actively looking,5,Sometimes,TypeScript
R00131,2022,United Kingdom,37,Woman,Master's degree,13,Mobile Developer,Full-time,51-200,Hybrid,39,98200,3,4,Windows,C#,htmx;Flask;React Native,MariaDB;ClickHouse;MongoDB;PostgreSQL,Azure,WebStorm,ChatGPT;Tabnine;GitHub Copilot;Perplexity,Multiple times daily,52,Very positive,Moderate threat,Stack Overflow,0,Not looking,4,Often,Kubernetes;AI/ML;Rust
